LSOA21CD,LSOA21NM,LSOA21LN,IMDScore,Income,Employment,EducationScore,CrimeScore,LivingEnvironmentScore,POP2022Total,Period_Total_Crimes,Crime_Rate
E01014734,Bristol 040C,Windmill Hill East,14.22,14.9,8.7,5.1,0.4,46.1,1660,72,43.373493975903614
E01014735,Bristol 037D,Victoria Park,10.21,10.4,7.2,5.9,-0.1,36.0,1810,108,59.668508287292816
E01014736,Bristol 040D,St Johns Lane,21.55,26.5,12.0,30.4,0.5,21.6,2147,193,89.89287377736377
E01032514,Bristol 053E,Bishport Avenue,72.0,64.9,40.3,86.9,2.1,8.7,2132,395,185.2720450281426
E01032515,Bristol 053F,Whitchurch Park West,64.31,63.4,38.7,67.3,1.3,10.9,2325,520,223.65591397849462
E01032516,Bristol 001G,Blaise,20.75,21.2,13.5,24.5,1.2,15.2,1999,192,96.048024012006
E01032517,Bristol 001H,Crow Lane South,29.86,33.5,19.8,34.5,0.9,11.3,1846,227,122.96858071505959
E01032518,Bristol 018E,East Hillfields,39.29,42.9,25.7,46.3,0.7,14.2,2081,169,81.21095627102355
E01032519,Bristol 018F,Staple Hill Road South,13.61,16.7,8.5,16.5,-0.1,31.0,1241,65,52.377115229653505
E01033342,Bristol 025E,St James Barton,21.36,12.7,5.5,12.2,1.8,27.1,2220,1612,726.1261261261261
E01033344,Bristol 060D,Brandon Hill,13.65,10.2,5.3,7.0,0.9,29.8,2087,515,246.7656923814087
E01033347,Bristol 059D,St Pauls Portland Square,18.0,11.6,7.5,28.6,1.1,27.3,2880,672,233.33333333333334
E01033348,Bristol 059C,St Pauls City Road,36.67,32.8,15.8,34.6,2.0,34.0,1209,257,212.57237386269645
E01033350,Bristol 061D,Spike Island,13.99,12.3,8.0,14.6,0.6,20.0,1135,165,145.37444933920705
E01033352,Bristol 054A,The Dings,20.93,23.6,8.7,18.2,0.5,24.6,1834,380,207.19738276990185
E01033353,Bristol 054B,Old Market and Temple Meads,21.21,13.7,8.2,27.7,0.6,30.0,2279,672,294.8661693725318
E01033356,Bristol 056C,Barton Hill,53.99,57.2,26.0,55.4,0.9,28.7,1701,220,129.33568489124045
E01033358,Bristol 054D,Cabot Circus,52.79,47.9,23.6,52.5,1.6,35.4,2609,1015,389.0379455730165
E01033359,Bristol 039E,Bedminster East,33.87,26.7,14.9,17.1,1.7,31.8,1739,768,441.6331224841863
E01033361,Bristol 039F,Bedminster West,33.66,27.6,17.4,17.7,1.8,30.9,1470,399,271.4285714285714
E01033362,Bristol 039G,West Street East,23.7,18.8,10.7,16.5,0.5,26.7,1295,202,155.98455598455598
E01033364,Bristol 039H,West Street West,15.16,12.4,7.5,18.4,0.5,37.4,1798,121,67.29699666295883
E01033366,Bristol 059B,St Pauls Grosvenor Road,40.91,46.5,22.3,42.0,1.2,26.6,1562,136,87.06786171574905
E01033367,Bristol 025F,Stokes Croft West,45.55,36.9,23.3,19.6,2.5,47.2,1432,461,321.92737430167597
E01033369,Bristol 056D,Newtown,47.51,54.7,25.9,50.9,0.9,34.7,1468,220,149.86376021798364
E01033370,Bristol 054E,Redcliffe South,55.45,47.4,28.5,54.5,1.7,40.2,1373,281,204.6613255644574
E01033902,Bristol 054F,Redcliffe Quays,13.99,12.0,10.0,11.9,0.1,30.2,1387,242,174.47728911319393
E01033903,Bristol 054G,Redcliffe Temple,22.44,26.1,11.1,8.4,0.2,24.8,1478,295,199.59404600811908
E01033904,Bristol 060B,St Michaels Hill,11.18,4.0,1.6,5.9,0.1,39.0,2628,720,273.972602739726
E01033905,Bristol 060C,Park Row,12.54,2.9,1.4,9.3,1.0,44.6,1522,637,418.52825229960575
E01033906,Bristol 060E,Canons Marsh,6.29,6.1,3.3,5.8,0.5,7.7,1150,8,6.9565217391304355
E01033907,Bristol 061A,Castle Park,26.29,9.1,5.5,27.7,2.0,37.6,2240,2422,1081.25
E01033908,Bristol 061B,Queens Square,18.56,3.9,3.4,13.5,1.6,33.3,1518,845,556.6534914361001
E01033909,Bristol 061C,The Centre,12.68,2.2,1.7,5.1,1.7,32.4,2294,1213,528.7707061900611
E01033910,Bristol 061E,Bathurst Basin,24.23,27.0,12.9,27.5,1.4,23.6,1466,334,227.83083219645292
E01014496,Bristol 008E,Avonmouth Docks,29.05,23.2,11.6,55.4,-0.2,32.8,2030,368,181.2807881773399
E01014498,Bristol 003B,Kingsweston Avenue,35.55,43.3,22.4,46.5,0.0,19.9,1614,406,251.54894671623296
